"region","site_code","transect","quadrat_meter","taxon_id","abundance_5.6","abundance_4.0","abundance_2.8","abundance_2.0","abundance_1.4","abundance_1.0","abundance_0.71","abundance_0.5","taxon_abundance_total","year","quadrat_unique_code","transect_unique_code","site_unique_code"
"AK","B","U1","m16","bivalve A",NA,NA,NA,NA,NA,1,NA,1,2,"2019","AK.B.U1.m16.2019","AK.B.U1.2019","AK.B.2019"
"AK","B","U1","m16","Leptochelia sp.",NA,NA,NA,NA,NA,1,1,3,5,"2019","AK.B.U1.m16.2019","AK.B.U1.2019","AK.B.2019"
"AK","B","U1","m16","Eusiroid",NA,NA,NA,NA,NA,3,1,3,7,"2019","AK.B.U1.m16.2019","AK.B.U1.2019","AK.B.2019"
"AK","B","U2","m4","Polynoid A",NA,1,NA,NA,NA,2,NA,1,4,"2019","AK.B.U2.m4.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m4","Lottia pelta",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","AK.B.U2.m4.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m4","Alvania compacta",NA,NA,NA,NA,1,NA,1,NA,2,"2019","AK.B.U2.m4.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m4","Platynereis bicanaliculata",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.B.U2.m4.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m4","Eusiroid",NA,NA,NA,1,NA,2,5,1,9,"2019","AK.B.U2.m4.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m4","bivalve A",NA,NA,NA,NA,1,3,1,NA,5,"2019","AK.B.U2.m4.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m4","Lacuna vincta",NA,NA,NA,NA,2,2,1,NA,5,"2019","AK.B.U2.m4.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m4","Aoroides sp.",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.B.U2.m4.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m4","Leptochelia sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.B.U2.m4.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m4","Photis brevipes",NA,NA,NA,NA,NA,1,1,NA,2,"2019","AK.B.U2.m4.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m4","Nereid",NA,NA,NA,NA,NA,NA,NA,1,1,"2019","AK.B.U2.m4.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m16","amphipod A",NA,NA,1,1,2,NA,1,1,6,"2019","AK.B.U2.m16.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m16","Platynereis bicanaliculata",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","AK.B.U2.m16.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m16","gastropod G",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","AK.B.U2.m16.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m16","Caridea",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","AK.B.U2.m16.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m16","Polynoid A",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","AK.B.U2.m16.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m16","bivalve A",NA,NA,NA,NA,1,2,1,NA,4,"2019","AK.B.U2.m16.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m16","Lacuna vincta",NA,NA,NA,NA,1,1,NA,NA,2,"2019","AK.B.U2.m16.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U2","m16","Leptochelia sp.",NA,NA,NA,NA,1,NA,NA,1,2,"2019","AK.B.U2.m16.2019","AK.B.U2.2019","AK.B.2019"
"AK","B","U3","m4","Platynereis bicanaliculata",1,1,NA,1,NA,NA,NA,NA,3,"2019","AK.B.U3.m4.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m4","Opheliidae",NA,1,NA,NA,NA,NA,NA,NA,1,"2019","AK.B.U3.m4.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m4","Caridea",NA,NA,NA,1,1,NA,NA,NA,2,"2019","AK.B.U3.m4.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m4","Lacuna vincta",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","AK.B.U3.m4.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m4","Polynoid A",NA,NA,NA,NA,NA,2,NA,NA,2,"2019","AK.B.U3.m4.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m4","Eusiroid",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.B.U3.m4.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m16","Platynereis bicanaliculata",NA,1,NA,NA,NA,NA,NA,NA,1,"2019","AK.B.U3.m16.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m16","Pentidotea resecata",1,NA,NA,NA,NA,NA,NA,NA,1,"2019","AK.B.U3.m16.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m16","Polynoid A",NA,NA,NA,NA,1,NA,4,3,8,"2019","AK.B.U3.m16.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m16","Lacuna vincta",NA,NA,NA,1,NA,3,2,NA,6,"2019","AK.B.U3.m16.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m16","Hippolyte californiensis",NA,NA,NA,NA,3,NA,4,NA,7,"2019","AK.B.U3.m16.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m16","Leptochelia sp.",NA,NA,NA,NA,NA,NA,3,5,8,"2019","AK.B.U3.m16.2019","AK.B.U3.2019","AK.B.2019"
"AK","B","U3","m16","Eusiroid",NA,NA,NA,NA,NA,NA,9,6,15,"2019","AK.B.U3.m16.2019","AK.B.U3.2019","AK.B.2019"
"AK","C","L4","m4","Polynoid C",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.C.L4.m4.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m4","Lacuna vincta",NA,NA,NA,NA,NA,NA,1,1,2,"2019","AK.C.L4.m4.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m4","bivalve A",NA,NA,NA,NA,NA,NA,1,1,2,"2019","AK.C.L4.m4.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m4","Leptochelia sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L4.m4.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m4","Eusiroid",NA,NA,NA,NA,NA,NA,3,NA,3,"2019","AK.C.L4.m4.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m4","Aoroides sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L4.m4.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m16","Pentidotea resecata",1,NA,NA,NA,NA,NA,NA,NA,1,"2019","AK.C.L4.m16.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m16","Polynoid C",NA,NA,NA,NA,1,1,NA,NA,2,"2019","AK.C.L4.m16.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m16","Anisogammarus pugettensis",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","AK.C.L4.m16.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m16","Leptochelia sp.",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.C.L4.m16.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m16","amphipod A",NA,NA,NA,NA,NA,1,2,NA,3,"2019","AK.C.L4.m16.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m16","Pontogeneia sp.",NA,NA,NA,NA,NA,1,1,NA,2,"2019","AK.C.L4.m16.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L4","m16","Lacuna vincta",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L4.m16.2019","AK.C.L4.2019","AK.C.2019"
"AK","C","L5","m4","Pentidotea resecata",1,NA,NA,NA,NA,NA,NA,NA,1,"2019","AK.C.L5.m4.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m4","Aoroides sp.",NA,NA,NA,NA,1,2,2,NA,5,"2019","AK.C.L5.m4.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m4","Leptochelia sp.",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.C.L5.m4.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m4","Caprella laeviuscula",NA,NA,NA,NA,NA,1,2,NA,3,"2019","AK.C.L5.m4.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m4","Eusiroid",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L5.m4.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","Pentidotea resecata",1,NA,NA,NA,NA,NA,1,NA,2,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","Mytilidae",NA,1,NA,NA,NA,NA,NA,NA,1,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","Lacuna vincta",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","Leptochelia sp.",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","Caprella laeviuscula",NA,NA,NA,NA,NA,NA,1,3,4,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","Alvania compacta",NA,NA,NA,NA,NA,1,2,NA,3,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","Polynoid C",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","bivalve A",NA,NA,NA,NA,NA,NA,3,NA,3,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","bivalve B",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","Caridea",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","Photis brevipes",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","Uromunna ubiquita",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L5","m16","Eusiroid",NA,NA,NA,NA,NA,NA,1,1,2,"2019","AK.C.L5.m16.2019","AK.C.L5.2019","AK.C.2019"
"AK","C","L6","m4","Pentidotea resecata",2,NA,NA,NA,NA,NA,NA,NA,2,"2019","AK.C.L6.m4.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","L6","m4","Polynoid A",NA,NA,1,NA,NA,NA,NA,NA,1,"2019","AK.C.L6.m4.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","L6","m4","Alvania compacta",NA,NA,NA,NA,NA,NA,NA,1,1,"2019","AK.C.L6.m4.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","L6","m4","Aoroides sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L6.m4.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","L6","m4","Lacuna vincta",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L6.m4.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","L6","m16","Pentidotea resecata",1,NA,NA,NA,NA,NA,NA,NA,1,"2019","AK.C.L6.m16.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","L6","m16","Caridea",NA,1,NA,NA,NA,NA,NA,NA,1,"2019","AK.C.L6.m16.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","L6","m16","bivalve A",NA,NA,NA,NA,3,1,NA,NA,4,"2019","AK.C.L6.m16.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","L6","m16","Lacuna vincta",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L6.m16.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","L6","m16","Alvania compacta",NA,NA,NA,NA,NA,NA,2,NA,2,"2019","AK.C.L6.m16.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","L6","m16","Mytilidae",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.L6.m16.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","L6","m16","Leptochelia sp.",NA,NA,NA,NA,NA,NA,NA,1,1,"2019","AK.C.L6.m16.2019","AK.C.L6.2019","AK.C.2019"
"AK","C","U1","m4","Eusiroid",NA,NA,NA,NA,NA,5,6,NA,11,"2019","AK.C.U1.m4.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m4","Polynoid A",1,NA,NA,1,NA,2,2,NA,6,"2019","AK.C.U1.m4.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m4","Alvania compacta",NA,NA,NA,1,NA,2,11,3,17,"2019","AK.C.U1.m4.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m4","Leptochelia sp.",NA,NA,NA,NA,1,1,1,3,6,"2019","AK.C.U1.m4.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m4","Lacuna vincta",NA,NA,1,NA,1,NA,3,1,6,"2019","AK.C.U1.m4.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m4","bivalve B",NA,NA,NA,NA,1,1,1,NA,3,"2019","AK.C.U1.m4.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m4","Caridea",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","AK.C.U1.m4.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m4","bivalve A",NA,NA,NA,NA,1,7,5,2,15,"2019","AK.C.U1.m4.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m4","gastropod B",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.C.U1.m4.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m4","Uromunna ubiquita",NA,NA,NA,NA,NA,1,1,NA,2,"2019","AK.C.U1.m4.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m4","Monocorophium sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.U1.m4.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m16","Pentidotea resecata",2,NA,NA,NA,NA,NA,NA,NA,2,"2019","AK.C.U1.m16.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m16","Lacuna vincta",NA,NA,NA,NA,NA,2,NA,NA,2,"2019","AK.C.U1.m16.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m16","amphipod A",NA,NA,NA,NA,NA,2,NA,NA,2,"2019","AK.C.U1.m16.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m16","Brachyura",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.C.U1.m16.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m16","Polynoid C",NA,NA,NA,NA,NA,NA,4,NA,4,"2019","AK.C.U1.m16.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m16","Eusiroid",NA,NA,NA,NA,NA,NA,1,1,2,"2019","AK.C.U1.m16.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U1","m16","Lottia pelta",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.U1.m16.2019","AK.C.U1.2019","AK.C.2019"
"AK","C","U2","m4","Eusiroid",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","AK.C.U2.m4.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m4","Alvania compacta",NA,NA,NA,NA,1,2,2,1,6,"2019","AK.C.U2.m4.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m4","Lacuna vincta",NA,NA,NA,NA,1,1,NA,1,3,"2019","AK.C.U2.m4.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m4","gastropod B",NA,NA,NA,NA,1,1,NA,NA,2,"2019","AK.C.U2.m4.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m4","bivalve A",NA,NA,NA,NA,1,3,NA,NA,4,"2019","AK.C.U2.m4.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m4","Polynoid C",NA,NA,NA,NA,NA,1,1,NA,2,"2019","AK.C.U2.m4.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","bivalve B",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","gastropod B",NA,NA,NA,1,NA,2,NA,NA,3,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","bivalve A",NA,NA,NA,NA,1,5,1,NA,7,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","Polynoid A",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","gastropod G",NA,NA,NA,NA,NA,2,NA,NA,2,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","Alvania compacta",NA,NA,NA,NA,NA,3,1,NA,4,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","Lacuna vincta",NA,NA,NA,NA,NA,1,1,2,4,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","Leptochelia sp.",NA,NA,NA,1,3,NA,NA,3,7,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","Veneridae",NA,1,NA,NA,NA,NA,NA,NA,1,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","Lacuna sp.",NA,NA,1,1,1,NA,NA,NA,3,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","Polynoid A",NA,NA,NA,2,2,NA,NA,NA,4,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","Alvania compacta",NA,NA,NA,1,NA,1,5,NA,7,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","gastropod B",NA,NA,NA,1,NA,1,NA,NA,2,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","bivalve A",NA,NA,NA,NA,3,NA,NA,NA,3,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","bivalve B",NA,NA,NA,NA,NA,2,NA,NA,2,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U2","m16","Ampithoe sp.",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.C.U2.m16.2019","AK.C.U2.2019","AK.C.2019"
"AK","C","U3","m4","Eusiroid",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","AK.C.U3.m4.2019","AK.C.U3.2019","AK.C.2019"
"AK","C","U3","m4","Lacuna vincta",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.C.U3.m4.2019","AK.C.U3.2019","AK.C.2019"
"AK","C","U3","m4","Polynoid C",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","AK.C.U3.m4.2019","AK.C.U3.2019","AK.C.2019"
"AK","C","U3","m16","Platynereis bicanaliculata",NA,1,NA,NA,NA,NA,NA,NA,1,"2019","AK.C.U3.m16.2019","AK.C.U3.2019","AK.C.2019"
"AK","C","U3","m16","Polynoid C",NA,NA,NA,NA,1,NA,1,2,4,"2019","AK.C.U3.m16.2019","AK.C.U3.2019","AK.C.2019"
"AK","C","U3","m16","Leptochelia sp.",NA,NA,NA,NA,3,4,2,1,10,"2019","AK.C.U3.m16.2019","AK.C.U3.2019","AK.C.2019"
"AK","C","U3","m16","Aoroides sp.",NA,NA,NA,NA,1,1,2,NA,4,"2019","AK.C.U3.m16.2019","AK.C.U3.2019","AK.C.2019"
"AK","C","U3","m16","bivalve A",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.C.U3.m16.2019","AK.C.U3.2019","AK.C.2019"
"AK","C","U3","m16","Eusiroid",NA,NA,NA,NA,NA,2,NA,NA,2,"2019","AK.C.U3.m16.2019","AK.C.U3.2019","AK.C.2019"
"AK","C","U3","m16","Lacuna vincta",NA,NA,NA,NA,NA,1,NA,1,2,"2019","AK.C.U3.m16.2019","AK.C.U3.2019","AK.C.2019"
"AK","C","U3","m16","Alvania compacta",NA,NA,NA,NA,NA,1,NA,NA,1,"2019","AK.C.U3.m16.2019","AK.C.U3.2019","AK.C.2019"
"AK","C","U3","m16","Flabellifora",NA,NA,NA,NA,NA,NA,NA,1,1,"2019","AK.C.U3.m16.2019","AK.C.U3.2019","AK.C.2019"
"AK","D","L4","m4","Pandalus danae",1,NA,NA,NA,NA,NA,NA,NA,1,"2019","AK.D.L4.m4.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m4","Caprella laeviuscula",NA,NA,NA,1,1,NA,NA,1,3,"2019","AK.D.L4.m4.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m4","Lacuna vincta",NA,NA,NA,NA,6,2,47,19,74,"2019","AK.D.L4.m4.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m4","Pentidotea sp.",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","AK.D.L4.m4.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m4","Alvania compacta",NA,NA,NA,NA,1,1,6,NA,8,"2019","AK.D.L4.m4.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m4","Leptochelia sp.",NA,NA,NA,NA,NA,NA,4,12,16,"2019","AK.D.L4.m4.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m4","Lottia pelta",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.D.L4.m4.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m4","Monocorophium sp.",NA,NA,NA,NA,NA,NA,NA,1,1,"2019","AK.D.L4.m4.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m4","Mytilidae",NA,NA,NA,NA,NA,NA,NA,1,1,"2019","AK.D.L4.m4.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","Polynoid A",1,NA,NA,2,NA,1,3,1,8,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","Heptacarpus sp.",NA,1,NA,NA,1,NA,NA,NA,2,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","Caprella laeviuscula",NA,NA,NA,4,1,NA,NA,NA,5,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","Lacuna vincta",NA,NA,NA,NA,1,3,7,2,13,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","Aoroides sp.",NA,NA,NA,NA,11,14,3,3,31,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","Ampithoe sp.",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","Alvania compacta",NA,NA,NA,NA,NA,4,18,17,39,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","Leptochelia sp.",NA,NA,NA,1,1,1,5,19,27,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","Monocorophium sp.",NA,NA,NA,NA,1,NA,1,NA,2,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,1,NA,1,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","Mytilidae",NA,NA,NA,NA,NA,NA,NA,7,7,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L4","m16","bivalve B",NA,NA,NA,NA,NA,NA,NA,1,1,"2019","AK.D.L4.m16.2019","AK.D.L4.2019","AK.D.2019"
"AK","D","L5","m4","Caprella laeviuscula",NA,NA,NA,1,1,NA,NA,NA,2,"2019","AK.D.L5.m4.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m4","Lacuna vincta",NA,NA,NA,NA,1,NA,13,NA,14,"2019","AK.D.L5.m4.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m4","Anisogammarus pugettensis",NA,NA,NA,NA,NA,NA,NA,NA,0,"2019","AK.D.L5.m4.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m4","Alvania compacta",NA,NA,NA,NA,NA,1,5,2,8,"2019","AK.D.L5.m4.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m4","Leptochelia sp.",NA,NA,NA,NA,NA,1,2,1,4,"2019","AK.D.L5.m4.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m4","Aoroides sp.",NA,NA,NA,NA,NA,2,3,NA,5,"2019","AK.D.L5.m4.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m4","Pontogeneia sp.",NA,NA,NA,NA,1,NA,NA,NA,1,"2019","AK.D.L5.m4.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m16","Alvania compacta",NA,NA,NA,4,5,5,17,8,39,"2019","AK.D.L5.m16.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m16","Lacuna vincta",NA,NA,NA,NA,2,5,16,3,26,"2019","AK.D.L5.m16.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m16","Caprella laeviuscula",NA,NA,NA,2,1,1,NA,NA,4,"2019","AK.D.L5.m16.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m16","Pentidotea resecata",NA,NA,1,4,2,NA,NA,NA,7,"2019","AK.D.L5.m16.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m16","Leptochelia sp.",NA,NA,NA,3,2,5,5,4,19,"2019","AK.D.L5.m16.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m16","Pontogeneia sp.",NA,NA,NA,1,NA,NA,NA,NA,1,"2019","AK.D.L5.m16.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L5","m16","Aoroides sp.",NA,NA,NA,NA,1,1,3,3,8,"2019","AK.D.L5.m16.2019","AK.D.L5.2019","AK.D.2019"
"AK","D","L6","m4","Lacuna vincta",NA,NA,NA,NA,1,1,7,14,23,"2019","AK.D.L6.m4.2019","AK.D.L6.2019","AK.D.2019"
"AK","D","L6","m4","Caprella laeviuscula",NA,NA,NA,3,NA,1,NA,1,5,"2019","AK.D.L6.m4.2019","AK.D.L6.2019","AK.D.2019"
"AK","D","L6","m4","Pentidotea sp.",NA,NA,NA,NA,NA,3,NA,NA,3,"2019","AK.D.L6.m4.2019","AK.D.L6.2019","AK.D.2019"
